CIGAF_ID,Site.Name,Site.Description,Niche.Category,Aquatic.Niche,Species,Latitude,Longitude,Citation.Number,Year.Collected,Month.Collected,Letter.Month,Day.Collected,Country,ISO.code,Complete_date,Date,Simp_date,Hemisphere,Year.of.Publication,DOI,Citation,Province,Strain.Number,Full.Month,Host.common.name,Host_family,Host.species,N,Note,name,phylum,class,order,family,genus,min_temp,max_temp,ave_temp,prec_avg,Eco_name,Biome_name,Realm
919,54,Rio Tapia   ,Lotic,river,Harpella tica,-26.58333333,-65.466667,48,1998,11,Nov,11,Argentina,ARG,11-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2003,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium exiguum, Simulium romanai, Simulium wolffhuegeli, Simulium lahillei",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,13.06455994,26.41335106,19.7389555,65.66542816,Dry Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic
920,71,Rio Grande in Jujuy ,Lotic,river,Harpella tica,-24.18,-65.466667,48,1998,11,Nov,19,Argentina,ARG,19-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2003,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium exiguum, Simulium romanai, Simulium wolffhuegeli, Simulium lahillei",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,11.40566635,23.44581985,17.4257431,46.63271713,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
921,77,Arroyo La Horqueta   ,Lotic,stream,Harpella tica,-24.12666667,-65.466667,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2003,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium exiguum, Simulium romanai, Simulium wolffhuegeli, Simulium lahillei",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,11.16475964,23.14373589,17.15424776,43.85411072,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
922,55,Rio Vipos   ,Lotic,river,Harpella tica,-26.47833333,-65.283333,48,1998,11,Nov,11,Argentina,ARG,11-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2004,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium exiguum, Simulium romanai, Simulium wolffhuegeli, Simulium lahillei",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,16.91294098,29.79794502,23.355443,68.49271393,Dry Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic
923,72,Rio Xibi-Xibi   ,Lotic,river,Harpella tica,-24.19,-65.283333,48,1998,11,Nov,19,Argentina,ARG,19-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2004,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium exiguum, Simulium romanai, Simulium wolffhuegeli, Simulium lahillei",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,14.64183331,26.25068092,20.44625711,85.26117706,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
924,79,Rio Guerrero   ,Lotic,river,Harpella tica,-24.205,-65.283333,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2004,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium exiguum, Simulium romanai, Simulium wolffhuegeli, Simulium lahillei",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,14.64183331,26.25068092,20.44625711,85.26117706,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
925,60,Rio Los Sosa  ,Lotic,river,Pennella montana,-27.08333333,-65.466667,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,17.47216606,29.93597031,23.70406818,79.53643036,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
926,62,Arroyo Azucena   ,Lotic,stream,Pennella montana,-27.01166667,-65.283333,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,17.38646317,30.1251812,23.75582218,78.53981781,Dry Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic
927,63,Rio Los Sosa  ,Lotic,river,Pennella montana,-26.96333333,-65.65,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,12.47875977,25.53035355,19.00455666,61.30817032,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
928,65,Dique La Angostura  ,NA,dike,Pennella montana,-26.93,-65.466667,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,16.76161194,28.6087265,22.68516922,83.40261078,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
929,66,Rio Leser   ,Lotic,river,Pennella montana,-24.7,-65.283333,48,1998,11,Nov,16,Argentina,ARG,16-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,15.37705898,26.34739876,20.86222887,64.03408051,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
930,71,Rio Grande in Jujuy ,Lotic,river,Pennella montana,-24.18,-65.65,48,1998,11,Nov,19,Argentina,ARG,19-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,2.946333408,17.17792892,10.06213117,15.43545628,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
931,74,Rio Yala   ,Lotic,river,Pennella montana,-24.12,-65.466667,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,10.65185165,22.82965279,16.74075222,40.07982635,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
932,75,Tributary of Rio Yala ,Lotic,tributary,Pennella montana,-24.11666667,-65.283333,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,13.48031425,24.73729134,19.1088028,66.11540222,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
933,76,Arroyo de Ia Laguna El Comedero,Lotic,stream,Pennella montana,-24.12166667,-65.65,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,1.167481422,15.35154152,8.259511471,16.49279594,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
934,79,Rio Guerrero   ,Lotic,river,Pennella montana,-24.205,-65.466667,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium wolffhuegeli, Simulium huayrayacu, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250281,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,11.40566635,23.44581985,17.4257431,46.63271713,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
935,62,Arroyo Azucena   ,Lotic,stream,Simuliomyces microsporus,-27.01166667,-65.65,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,14.05279636,26.64745331,20.35012484,85.23861694,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
936,63,Rio Los Sosa  ,Lotic,river,Simuliomyces microsporus,-26.96333333,-65.466667,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,17.10913086,29.02980804,23.06946945,81.18302917,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
937,66,Rio Leser   ,Lotic,river,Simuliomyces microsporus,-24.7,-65.65,48,1998,11,Nov,16,Argentina,ARG,16-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,8.600621223,21.78608704,15.19335413,28.67432213,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
938,76,Arroyo de Ia Laguna El Comedero,Lotic,stream,Simuliomyces microsporus,-24.12166667,-65.466667,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,"Simulium lahillei, Simulium romanai, Simulium sp. ",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,10.65185165,22.82965279,16.74075222,40.07982635,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
939,60,Rio Los Sosa  ,Lotic,river,Smittium simulii,-27.08333333,-65.65,48,1998,11,Nov,13,Argentina,ARG,13-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,Simulium sp. ,NA,NA,11082418,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,15.80683422,27.98455238,21.8956933,88.00762939,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
940,79,Rio Guerrero   ,Lotic,river,Smittium simulii,-24.205,-65.433333,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Blackflies,Simuliidae,Simulium sp. ,NA,NA,11082418,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,13.0824995,24.63879204,18.86064577,62.28573608,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
941,59,Stream in Parque Guillermina within the city of Tucuman,Lotic,stream,Smittium urbanum,-26.827,-65.25,48,1998,11,Nov,12,Argentina,ARG,12-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",Tucuman,ARG-59-1  ,November,Nonbiting midges ,Chironomidae,NA,NA,NA,2558051,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,17.31429291,29.92266083,23.61847687,80.49238586,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
942,71,Rio Grande in Jujuy ,Lotic,river,Smittium urbanum,-24.18,-65.25,48,1998,11,Nov,19,Argentina,ARG,19-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",Jujuy,NA,November,Nonbiting midges ,Chironomidae,NA,NA,NA,2558051,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,14.76403141,26.21509743,20.48956442,83.30644989,Dry Chaco,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic
943,58,Stream in Parque Guillermina ,Lotic,stream,Stachylina grandispora,-26.82666667,-65.25,48,1998,11,Nov,12,Argentina,ARG,12-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",NA,NA,November,Nonbiting midges ,Chironomidae,Chironomus sp. ,NA,NA,2557932,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,17.31429291,29.92266083,23.61847687,80.49238586,Southern Andean Yungas,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
944,77,"Arroyo ""La Horqueta"",",Lotic,stream,Stachylina jujuyensis,-24.12666667,-65.483333,48,1998,11,Nov,20,Argentina,ARG,20-11-1998,01-11-1998,1998-Nov,Southern Hemisphere,2000,https://doi.org/10.1080/00275514.2000.12061164,"Lichtwardt, R., Lastra, C., Mazzucchelli, M. 2000",Jujuy,NA,November,Nonbiting midges ,Chironomidae,NA,NA,NA,2557940,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,11.16475964,23.14373589,17.15424776,43.85411072,Central Andean puna,Montane Grasslands & Shrublands,Neotropic
945,NF-3,Goat Cove Brook at Tuckers Hill Rd. ,Lotic,brook,Harpella melusinae,47.61333333,-52.8755,49,1999,5,May,18,Canada,CAN,18-5-1999,01-5-1999,1999-May,Northern Hemisphere,2001,https://doi.org/10.2307/3761832,"Lichtwardt, R., White, M., & Colbo, M. 2001",Newfoundland,NF-23-5 ,May,Blackflies,Simuliidae,"Prosimulium mixtum, Simulium venustum, Stegopterna mutata, Simulium vittatum",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,3.047528982,13.96155071,8.504539847,82.82720184,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic
946,NF-4,Little Powers Pond Outlet ,Lentic,pond,Harpella melusinae,47.5665,-52.86583333,49,1999,5,May,21,Canada,CAN,21-5-1999,01-5-1999,1999-May,Northern Hemisphere,2001,https://doi.org/10.2307/3761832,"Lichtwardt, R., White, M., & Colbo, M. 2001",Newfoundland,NA,May,Blackflies,Simuliidae,"Prosimulium mixtum, Simulium venustum, Stegopterna mutata, Simulium vittatum",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,3.170524597,14.63090324,8.900713921,87.13916779,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic
947,NF-5,Millers Brook under Millers Rd. near Indian Meal Line ,Lotic,brook,Harpella melusinae,47.62216667,-52.83116667,49,1999,5,May,21,Canada,CAN,21-5-1999,01-5-1999,1999-May,Northern Hemisphere,2001,https://doi.org/10.2307/3761832,"Lichtwardt, R., White, M., & Colbo, M. 2001",Newfoundland,NA,May,Blackflies,Simuliidae,"Prosimulium mixtum, Simulium venustum, Stegopterna mutata, Simulium vittatum",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,3.165607691,14.68045807,8.92303288,87.39330292,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic
948,NF-13,Voiseys Brook at Voiseys Park Recreational Area ,Lotic,brook,Harpella melusinae,47.65183333,-52.69716667,49,1999,5,May,24,Canada,CAN,24-5-1999,01-5-1999,1999-May,Northern Hemisphere,2001,https://doi.org/10.2307/3761832,"Lichtwardt, R., White, M., & Colbo, M. 2001",Newfoundland,NA,May,Blackflies,Simuliidae,"Prosimulium mixtum, Simulium venustum, Stegopterna mutata, Simulium vittatum",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,3.694494247,15.55136681,9.622930527,88.50209808,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic
949,NF-19,Broad Cove River at outlet of Healeys Pond ,Lotic,river,Harpella melusinae,47.5735,-52.85016667,49,1999,5,May,27,Canada,CAN,27-5-1999,01-5-1999,1999-May,Northern Hemisphere,2001,https://doi.org/10.2307/3761832,"Lichtwardt, R., White, M., & Colbo, M. 2001",Newfoundland,NA,May,Blackflies,Simuliidae,"Prosimulium mixtum, Simulium venustum, Stegopterna mutata, Simulium vittatum",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,3.170524597,14.63090324,8.900713921,87.13916779,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic
950,NF-30,Beachy Cove Brook at Witch Hazel Rd.,Lotic,brook,Harpella melusinae,47.597,-52.84733333,49,2000,4,Apr,13,Canada,CAN,13-4-2000,01-4-2000,2000-Apr,Northern Hemisphere,2001,https://doi.org/10.2307/3761832,"Lichtwardt, R., White, M., & Colbo, M. 2001",Newfoundland,NA,April,Blackflies,Simuliidae,"Prosimulium mixtum, Simulium venustum, Stegopterna mutata, Simulium vittatum",NA,Multiple hosts provided - this entry may include specimens from all or some of these hosts. ,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,-1.701921225,6.969079971,2.633579373,88.69955444,Eastern Canadian forests,Boreal Forests/Taiga,Nearctic
